Reported Source,Reported Date,Service Type,Urgency,Impact,Priority,Closure Source,Ticket Type,Closed Date
11000,1701388814,3,4000,4000,3,2000,0,1701823127
11000,1701388824,3,4000,2000,3,2000,0,1701835737
12002,1701388827,0,4000,4000,3,2000,0,1701854404
12002,1701388847,0,4000,4000,3,2000,0,1701828000
4200,1701388866,1,4000,4000,3,2000,0,1701861304
4200,1701388903,1,4000,4000,3,2000,0,1702278740
11000,1701388908,3,4000,3000,3,2000,0,1701898711
2000,1701388909,0,4000,4000,3,NULL,0,NULL
4200,1701388999,0,1000,1000,0,2000,0,1701844770
4200,1701389056,0,4000,4000,3,2000,0,1701848852
2000,1701388863,1,4000,4000,3,2000,0,1701821904
11000,1701389181,3,3000,3000,2,2000,0,1702538916
11000,1701389218,3,4000,4000,3,2000,0,1701829356
11000,1701389330,3,4000,4000,3,2000,0,1701909791
11000,1701389383,3,4000,2000,3,2000,0,1701825592
11000,1701389407,3,4000,4000,3,2000,0,1701826837
12002,1701389630,0,4000,4000,3,2000,0,1701888798
3000,1701389643,3,4000,4000,3,2000,0,1701857169
11000,1701389697,3,4000,4000,3,2000,0,1701829356
11000,1701389711,3,3000,4000,2,2000,0,1701852978
2000,1701389626,1,4000,4000,3,2000,0,1701966604
6000,1701389831,0,4000,4000,3,2000,0,1701823127
11000,1701389891,3,4000,4000,3,2000,0,1701823127
11000,1701389895,3,3000,3000,2,2000,0,1701823127
2000,1701389750,1,4000,4000,3,2000,0,1701823127
11000,1701390042,3,4000,2000,3,2000,0,1701828000
3000,1701390142,3,4000,4000,3,2000,0,1702106776
11000,1701390171,3,4000,2000,3,2000,0,1701823127
11000,1701390177,3,4000,2000,3,2000,0,1701823127
12002,1701390194,0,4000,4000,3,2000,0,1701831886
4200,1701390210,1,4000,4000,3,2000,0,1702090916
2000,1701390085,3,4000,4000,3,2000,0,1701870930
11000,1701390367,3,3000,3000,2,2000,0,1702538916
11000,1701390440,3,3000,3000,2,2000,0,1702538916
11000,1701390460,3,4000,2000,3,2000,0,1701825592
4200,1701390468,0,4000,4000,3,NULL,0,NULL
2000,1701390302,1,4000,4000,3,2000,0,1701823127
11000,1701390724,3,4000,2000,3,2000,0,1701825592
11000,1701390725,3,4000,2000,3,2000,0,1701825592
11000,1701390796,3,4000,4000,3,2000,0,1701883783
11000,1701390858,3,3000,3000,2,2000,0,1702538916
11000,1701390859,3,3000,3000,2,NULL,0,NULL
2000,1701390980,3,4000,4000,3,2000,0,1701951854
11000,1701390958,3,4000,4000,3,2000,0,1701829356
9000,1701391054,1,4000,4000,3,2000,0,1702284253
4200,1701391074,1,4000,4000,3,2000,0,1701847499
2000,1701390856,1,4000,4000,3,2000,0,1701824364
11000,1701391097,3,3000,3000,2,2000,0,1701824364
2000,1701391263,3,4000,4000,3,2000,0,1702009320
11000,1701391212,3,4000,4000,3,2000,0,1701831886
6000,1701391360,1,3000,4000,2,2000,0,1701830628
11000,1701391400,3,3000,3000,2,2000,0,1702538916
9000,1701391460,1,4000,4000,3,2000,0,1701839539
11000,1701391513,3,3000,3000,2,2000,0,1701824364
6000,1701391520,0,4000,4000,3,2000,0,1702118933
11000,1701391582,3,4000,4000,3,2000,0,1701833150
6000,1701391719,1,4000,4000,3,2000,0,1701824364
11000,1701391882,3,3000,4000,2,2000,0,1701844770
9000,1701391891,1,4000,4000,3,2000,0,1702220192
2000,1701391699,1,4000,4000,3,2000,0,1701824364
12002,1701392007,0,4000,4000,3,2000,0,1701824364
4200,1701392058,1,4000,4000,3,2000,0,1701843472
12002,1701392161,0,4000,4000,3,2000,0,1702135976
11000,1701392221,3,4000,4000,3,2000,0,1701830628
11000,1701392241,3,3000,3000,2,2000,0,1702538916
2000,1701392275,1,4000,4000,3,2000,0,1702121564
11000,1701392298,3,3000,3000,2,2000,0,1701825592
11000,1701392340,3,4000,4000,3,2000,0,1701830628
11000,1701392342,3,4000,4000,3,2000,0,1701830628
11000,1701392419,3,3000,3000,2,2000,0,1702538916
12002,1701392421,0,4000,4000,3,2000,0,1701825592
11000,1701392482,3,3000,3000,2,2000,0,1702538916
2000,1701392274,1,4000,4000,3,2000,0,1701825592
2000,1701392533,0,4000,4000,3,NULL,0,NULL
11000,1701392539,3,3000,3000,2,2000,0,1702538916
11000,1701392543,3,3000,3000,2,2000,0,1702538916
2000,1701392403,3,4000,4000,3,2000,0,1701842166
11000,1701392655,3,3000,3000,2,2000,0,1701825592
11000,1701392683,3,4000,4000,3,2000,0,1702051552
11000,1701392696,3,4000,4000,3,2000,0,1701829356
11000,1701392896,3,2000,2000,1,2000,0,1701825592
12002,1701392997,0,4000,4000,3,2000,0,1701825592
11000,1701393056,3,4000,3000,3,2000,0,1702194480
11000,1701393060,3,4000,3000,3,2000,0,1702026760
2000,1701392868,1,4000,4000,3,2000,0,1701825592
11000,1701393149,3,3000,3000,2,2000,0,1701826837
12002,1701393222,0,4000,4000,3,2000,0,1701825592
2000,1701393303,1,4000,4000,3,2000,0,1702229123
11000,1701393357,3,4000,4000,3,2000,0,1701829356
6000,1701393367,1,4000,4000,3,2000,0,1701826837
11000,1701393396,3,3000,3000,2,2000,0,1702032990
11000,1701393417,3,4000,3000,3,2000,0,1702170857
12002,1701393489,1,4000,4000,2,2000,0,1702060196
11000,1701393499,3,3000,3000,2,2000,0,1701826837
9000,1701393500,1,4000,4000,3,2000,0,1702178492
11000,1701393547,3,3000,3000,2,2000,0,1701857169
11000,1701393592,3,3000,3000,2,2000,0,1701833150
,,1,,,,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
2000,1701393434,1,4000,4000,3,2000,0,1701826837
4200,1701393729,1,3000,3000,2,2000,0,1701830628
4200,1701393742,1,4000,4000,3,NULL,0,1701393974
4200,1701393745,1,3000,3000,2,2000,0,1701831886
4200,1701393779,1,4000,4000,3,NULL,0,NULL
2000,1701393920,1,4000,4000,3,2000,0,1702201417
2000,1701393898,1,4000,4000,3,2000,0,1701846153
4200,1701394008,0,4000,4000,3,NULL,0,NULL
11000,1701394062,3,4000,2000,3,2000,0,1701828000
11000,1701394084,3,3000,2000,2,2000,0,1701943196
11000,1701394089,3,3000,2000,2,2000,0,1701943196
11000,1701394122,3,3000,2000,2,2000,0,1701844770
2000,1701394099,1,4000,4000,3,2000,0,1701846153
11000,1701394182,3,4000,4000,3,2000,0,1701831886
11000,1701394214,3,4000,2000,3,2000,0,1701829356
11000,1701394227,3,4000,2000,3,2000,0,1701828000
11000,1701394234,3,3000,2000,2,2000,0,1701843472
4200,1701394238,1,4000,4000,3,NULL,0,NULL
11000,1701394295,3,3000,3000,2,2000,0,1701826837
11000,1701394296,3,3000,2000,2,2000,0,1701844770
11000,1701394304,3,4000,2000,3,2000,0,1701828000
2000,1701394114,1,4000,4000,3,2000,0,1701826837
2000,1701394242,1,4000,4000,3,2000,0,1701846153
11000,1701394344,3,3000,2000,2,2000,0,1701949392
11000,1701394349,3,3000,3000,2,2000,0,1701851575
11000,1701394349,3,4000,2000,3,2000,0,1701834444
6000,1701394356,0,4000,4000,3,2000,0,1701828000
4200,1701394362,1,4000,4000,3,2000,0,1702349456
2000,1701394025,3,4000,4000,3,2000,0,1702201417
12002,1701394422,1,4000,4000,3,2000,0,1702288397
2000,1701394427,0,4000,4000,3,2000,0,1702188967
11000,1701394464,3,3000,2000,2,2000,0,1701873597
11000,1701394540,3,4000,4000,3,2000,0,1701830628
11000,1701394406,0,1000,1000,0,2000,0,1701833150
11000,1701394557,3,4000,4000,3,2000,0,1701829356
11000,1701394563,3,3000,2000,2,2000,0,1701843472
11000,1701394594,3,4000,2000,3,2000,0,1701834444
11000,1701394604,3,3000,2000,2,2000,0,1701873597
11000,1701394604,3,3000,2000,2,2000,0,1701935757
11000,1701394605,3,3000,2000,2,2000,0,1701935757
11000,1701394605,3,3000,2000,2,2000,0,1701873597
11000,1701394609,3,3000,2000,2,2000,0,1701873597
11000,1701394613,3,3000,2000,2,2000,0,1701873597
11000,1701394623,3,4000,4000,3,2000,0,1701831886
11000,1701394639,3,3000,3000,2,2000,0,1701828000
2000,1701394653,0,4000,4000,3,2000,0,1701864104
2000,1701394653,1,4000,4000,3,2000,0,1702112219
6000,1701394655,0,4000,4000,3,2000,0,1702274842
6000,1701394727,1,3000,4000,2,2000,0,1701828000
11000,1701394772,3,3000,2000,2,2000,0,1701940736
6000,1701394775,0,4000,4000,3,2000,0,1702191741
11000,1701394822,3,3000,3000,2,2000,0,1701829356
12002,1701394833,1,4000,4000,3,2000,0,1701869583
11000,1701394867,3,3000,4000,2,2000,0,1701854404
4200,1701394920,1,3000,3000,2,2000,0,1701847499
4200,1701395023,1,4000,4000,3,NULL,0,NULL
11000,1701395044,3,3000,2000,2,2000,0,1701843472
11000,1701395064,3,3000,3000,2,2000,0,1701829356
11000,1701395107,3,3000,2000,2,2000,0,1701953081
4200,1701395125,0,4000,4000,3,2000,0,1701828000
11000,1701395204,3,4000,2000,3,2000,0,1701834444
11000,1701395207,3,4000,4000,3,2000,0,1701946950
11000,1701395218,3,4000,2000,3,2000,0,1701828000
11000,1701395230,3,4000,4000,3,2000,0,1701828000
8000,1701395237,0,4000,4000,3,NULL,0,NULL
2000,1701395264,0,4000,4000,3,2000,0,1702226610
4200,1701395305,1,4000,4000,3,2000,0,1701850182
11000,1701395317,3,2000,2000,1,2000,0,1701835737
11000,1701395522,3,3000,2000,2,2000,0,1701843472
11000,1701395522,3,3000,2000,2,2000,0,1701935757
4200,1701395523,1,4000,4000,3,2000,0,1701862707
11000,1701395534,3,3000,2000,2,2000,0,1701949392
11000,1701395621,3,4000,4000,3,2000,0,1701828000
4200,1701395634,1,4000,4000,3,2000,0,1701835737
11000,1701395660,3,3000,3000,2,2000,0,1701829356
2000,1701395482,1,4000,4000,3,2000,0,1701828000
11000,1701395782,3,3000,3000,2,2000,0,1701828143
4200,1701395824,0,4000,4000,3,2000,0,1701831886
11000,1701395859,3,3000,4000,2,2000,0,1701854404
11000,1701395862,3,3000,3000,2,2000,0,1701913530
11000,1701395898,3,3000,2000,2,2000,0,1701935757
6000,1701394472,1,4000,4000,3,2000,0,1701828143
11000,1701395932,3,4000,4000,3,2000,0,1701829356
2000,1701395884,1,4000,4000,3,2000,0,1701851575
4200,1701395950,0,4000,4000,3,2000,0,1702675177
11000,1701395993,3,4000,4000,3,2000,0,1701830628
2000,1701396024,0,4000,4000,3,2000,0,1702484940
4200,1701396026,1,4000,4000,3,2000,0,1702181051
4200,1701396069,1,4000,4000,3,2000,0,1701847499
4200,1701396125,1,4000,4000,3,2000,0,1702467068
2000,1701396130,0,4000,4000,3,NULL,0,NULL
4200,1701396134,1,4000,4000,3,2000,0,1701833150
4200,1701396151,0,4000,4000,3,2000,0,1701874902
11000,1701396172,3,4000,4000,3,2000,0,1701829356
11000,1701396177,3,3000,2000,2,2000,0,1701829356
11000,1701396181,3,3000,3000,2,2000,0,1701829356
11000,1701396186,3,4000,4000,3,2000,0,1701829356
4200,1701396288,1,4000,4000,3,2000,0,1702181051
11000,1701396298,3,4000,4000,3,2000,0,1701855790
2000,1701396077,1,4000,4000,3,2000,0,1701829356
6000,1701396224,0,4000,4000,3,2000,0,1702024259
4200,1701396327,1,3000,3000,2,2000,0,1701837009
11000,1701396348,3,4000,4000,3,2000,0,1701829356
6000,1701396361,1,3000,4000,2,2000,0,1701830628
4200,1701396367,1,2000,2000,1,2000,0,1701839539
11000,1701396417,3,4000,4000,3,2000,0,1701855790
4200,1701396434,1,2000,2000,1,2000,0,1701839539
11000,1701396500,3,4000,4000,3,2000,0,1701830628
11000,1701396510,3,4000,4000,3,2000,0,1701830628
11000,1701396512,3,4000,4000,3,2000,0,1701830628
4200,1701396513,1,4000,4000,3,2000,0,1702097390
11000,1701396520,3,4000,4000,3,2000,0,1701830628
11000,1701396522,3,4000,4000,3,2000,0,1701830628
11000,1701396540,3,4000,4000,3,2000,0,1701829356
11000,1701396560,3,4000,4000,3,2000,0,1701829356
11000,1701396569,3,4000,4000,3,2000,0,1701830628
6000,1701396606,1,3000,4000,2,2000,0,1701830628
11000,1701396610,3,4000,4000,3,2000,0,1701830628
11000,1701396640,3,4000,3000,3,2000,0,1701831886
11000,1701396788,3,4000,4000,3,2000,0,1702021773
6000,1701396778,0,4000,4000,3,2000,0,1701829356
6000,1701396847,0,4000,4000,3,2000,0,1701831886
11000,1701396860,3,3000,3000,2,2000,0,1702168322
2000,1701396636,1,4000,4000,3,2000,0,1701829356
4200,1701396918,0,4000,4000,3,2000,0,1701829356
11000,1701396956,3,4000,4000,3,2000,0,1701833150
11000,1701396966,3,3000,3000,2,2000,0,1701829356
4200,1701397006,0,4000,4000,3,2000,0,1701848852
6000,1701397022,0,4000,4000,3,2000,0,1701829356
11000,1701397025,3,4000,4000,3,2000,0,1701829356
12002,1701397080,0,4000,4000,3,2000,0,1702112219
12002,1701397115,1,4000,4000,2,2000,0,1702188967
11000,1701397181,3,4000,4000,3,2000,0,1701833150
11000,1701397207,3,4000,4000,3,2000,0,1701914846
11000,1701397208,3,4000,4000,3,2000,0,1701839539
2000,1701397235,1,4000,4000,3,2000,0,1702304315
11000,1701397248,3,3000,3000,2,2000,0,1701831886
11000,1701397250,3,3000,3000,2,2000,0,1701834444
11000,1701397262,3,4000,4000,3,2000,0,1701830628
11000,1701397263,3,4000,4000,3,2000,0,1701834444
11000,1701397268,3,3000,3000,2,2000,0,1701834444
11000,1701397269,3,4000,4000,3,2000,0,1701831886
6000,1701397289,0,3000,3000,2,2000,0,1702274842
4200,1701397409,0,4000,4000,3,2000,0,1702106776
2000,1701397176,1,4000,4000,3,2000,0,1701830628
4200,1701397430,0,4000,4000,3,2000,0,1702278740
6000,1701397369,0,4000,4000,3,NULL,0,NULL
4200,1701397456,1,4000,4000,3,2000,0,1702209472
4200,1701397497,1,4000,4000,3,2000,0,1701830628
6000,1701397627,1,4000,4000,3,2000,0,1701830628
11000,1701397654,3,3000,3000,2,2000,0,1701830628
11000,1701397693,3,2000,2000,1,2000,0,1701847499
4200,1701397700,1,4000,4000,3,2000,0,1702078399
4200,1701397711,0,4000,4000,3,2000,0,1702193128
4200,1701397716,1,4000,4000,3,2000,0,1702197283
12002,1701397818,0,4000,4000,3,2000,0,1702265828
11000,1701397869,3,3000,3000,2,2000,0,1701857169
4200,1701397902,1,4000,4000,3,2000,0,1702354430
11000,1701397909,3,4000,4000,3,2000,0,1701830628
6000,1701397914,1,4000,4000,3,2000,0,1702204114
6000,1701397878,0,4000,4000,3,2000,0,1702182375
11000,1701397950,3,4000,4000,3,2000,0,1701831886
4200,1701398000,0,4000,4000,3,NULL,0,NULL
2000,1701397787,1,4000,4000,3,2000,0,1701830628
11000,1701398020,3,3000,3000,2,2000,0,1701857169
2000,1701397966,3,4000,4000,3,2000,0,1701847499
11000,1701398100,3,3000,3000,2,2000,0,1701913530
4200,1701398150,1,3000,3000,2,2000,0,1701835737
11000,1701398152,3,4000,2000,3,2000,0,1701840833
2000,1701398055,3,4000,4000,3,2000,0,1702206780
4200,1701398288,1,4000,4000,3,2000,0,1702260000
6000,1701398299,0,4000,4000,3,2000,0,1701857169
4200,1701398325,1,4000,4000,3,2000,0,1702178492
11000,1701398419,3,3000,3000,2,2000,0,1701913530
9000,1701398441,1,4000,4000,3,2000,0,1702202789
4200,1701398483,1,4000,4000,3,2000,0,1702260142
4200,1701398494,0,4000,4000,3,2000,0,1702291086
12002,1701398526,0,4000,4000,3,2000,0,1702163364
2000,1701398474,1,4000,4000,3,2000,0,1701852978
11000,1701398549,3,4000,4000,3,2000,0,1701830628
2000,1701398341,1,4000,4000,3,2000,0,1701831886
4200,1701398715,1,4000,4000,3,2000,0,1702402745
11000,1701398724,3,4000,4000,3,2000,0,1701833150
11000,1701398767,3,4000,4000,3,2000,0,1701833150
2000,1701398645,3,4000,4000,3,2000,0,1701970324
11000,1701398783,3,4000,4000,3,2000,0,1701833150
12002,1701398808,0,4000,4000,3,2000,0,1701834444
11000,1701398846,3,3000,3000,2,2000,0,1701831886
6000,1701398933,0,4000,4000,3,2000,0,1701831886
11000,1701399021,3,3000,3000,2,2000,0,1701913530
6000,1701399046,0,4000,4000,3,2000,0,1701835737
2000,1701399048,1,4000,4000,3,2000,0,1701852978
4200,1701399116,1,4000,4000,3,2000,0,1701846153
4200,1701399164,1,4000,4000,3,2000,0,1702348112
2000,1701398982,1,4000,4000,3,2000,0,1701831886
12002,1701399192,0,4000,4000,3,2000,0,1702282841
6000,1701399160,1,4000,4000,3,2000,0,1702148587
4200,1701399215,0,4000,4000,3,2000,0,1702450128
4200,1701399272,0,4000,4000,3,NULL,0,NULL
6000,1701398251,0,4000,4000,3,2000,0,1701831886
11000,1701399308,3,4000,4000,3,2000,0,1701831886
11000,1701399313,3,4000,4000,3,2000,0,1701833150
11000,1701399326,3,3000,3000,2,2000,0,1701913530
4200,1701399344,0,4000,4000,3,NULL,0,NULL
4200,1701399394,1,4000,4000,3,2000,0,1702272290
4200,1701399453,1,4000,4000,3,2000,0,1701852978
2000,1701399454,0,4000,4000,3,2000,0,1701844770
4200,1701399484,1,3000,3000,2,2000,0,1701842166
12002,1701399505,0,4000,4000,3,2000,0,1701851575
4200,1701399520,0,4000,4000,3,2000,0,1702280102
11000,1701399576,3,3000,3000,2,2000,0,1701833150
4200,1701399611,1,4000,4000,3,2000,0,1702346881
4200,1701399632,1,4000,4000,3,NULL,0,NULL
2000,1701399702,0,4000,4000,3,NULL,0,NULL
2000,1701399554,1,4000,4000,3,2000,0,1701831886
11000,1701399837,3,4000,4000,3,2000,0,1701834444
6000,1701399856,0,4000,4000,3,2000,0,1702191741
10000,1701399902,0,4000,4000,3,2000,0,1701857169
4200,1701399902,1,4000,4000,3,2000,0,1702088289
11000,1701399902,3,4000,4000,3,2000,0,1701833150
11000,1701399904,3,4000,3000,3,2000,0,1701834444
11000,1701399922,3,3000,3000,2,2000,0,1701913530
11000,1701399989,3,3000,3000,2,2000,0,1701833150
9000,1701400016,1,4000,4000,3,NULL,0,NULL
2000,1701399848,1,4000,4000,3,2000,0,1701833150
9000,1701400044,1,4000,4000,3,NULL,0,NULL
11000,1701400086,3,3000,3000,2,NULL,0,NULL
6000,1701400102,0,4000,4000,3,2000,0,1701834444
6000,1701400062,0,4000,4000,3,2000,0,1701943196
4200,1701400143,1,4000,4000,3,2000,0,1701843472
4200,1701400181,1,4000,4000,3,2000,0,1701837009
12002,1701400217,0,4000,4000,3,2000,0,1702356960
2000,1701400286,0,4000,4000,3,2000,0,1702108161
2000,1701400119,1,4000,4000,3,2000,0,1701833150
4200,1701400389,1,3000,3000,2,2000,0,1701864104
1000,1701400292,1,4000,4000,3,2000,0,1702363525
11000,1701400514,3,3000,3000,2,2000,0,1701833150
11000,1701400546,3,3000,3000,2,2000,0,1701987455
4200,1701400566,1,4000,4000,3,2000,0,1701859908
11000,1701400649,3,4000,3000,3,2000,0,1701839539
